Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,117,2018-08-12,MIN,DET,GS-5,L(0-1),99,4.1,8,3,3,1,1,0,1,6.23,21,74,45,7,2,14,4,2,2,0,35,,,0,0,0,19,0,0,0,2,0,0,1.34,-0.143,.22,-0.01%,-0.97,-0.25,7.00,1b start tie,5b 123 1 out d1,,DET,2.1951219512195124,L,2,4
2,122,2018-08-18,MIN,DET,GS-3,,5,2.2,3,3,3,4,2,0,1,7.71,16,65,31,8,7,5,4,2,1,0,38,,,0,0,0,11,2,0,0,0,0,0,1.51,-0.230,.09,-0.01%,-2.06,-0.80,5.00,1t start tie,3t -23 2 out d1,,MIN,3.1818181818181817,L,5,7
3,127,2018-08-23,MIN,OAK,GS-5,,4,4.2,7,3,3,2,6,1,0,6.94,23,98,56,16,11,7,8,3,1,0,42,,,0,0,0,21,3,0,0,0,0,0,1.05,-0.071,.03,0.00%,-0.75,11.10,23.00,1t start tie,5t -2- 2 out a2,,MIN,2.142857142857143,W,6,4
4,132,2018-08-29,MIN,CLE,GS-5,,5,4.2,6,3,3,2,2,0,0,6.61,22,94,56,19,2,11,7,4,0,0,40,,,1,0,0,20,2,0,0,0,0,0,1.00,-0.139,.01,0.00%,-0.70,3.70,11.00,1b start tie,5b -2- 2 out d1,,CLE,1.9047619047619047,W,4,3
5,138,2018-09-04,MIN,HOU,2-6,,5,5.0,3,0,0,1,3,0,0,5.06,18,73,44,10,4,8,6,3,2,0,,0,0,0,0,0,17,1,0,0,1,0,0,.35,0.106,.00,0.00%,2.53,14.85,24.00,2b --- 0 out d4,6b 3 out d3,,HOU,0.8,L,2,5
6,144,2018-09-11,MIN,NYY,3-6,W(1-1),6,3.1,2,3,3,5,0,0,1,5.47,15,63,29,12,3,7,2,1,1,0,,0,0,0,1,0,9,0,0,0,2,0,0,.92,0.146,.00,0.00%,0.47,0.70,13.00,3t --- 0 out d1,6t 123 1 out a9,,MIN,2.258064516129032,W,10,5
7,150,2018-09-17,MIN,DET,2-7,W(2-1),5,6.0,3,1,0,3,5,0,0,4.40,23,86,51,13,6,5,10,8,1,0,,0,0,0,0,0,20,0,0,0,1,0,0,.82,0.223,.00,0.00%,2.16,23.90,45.00,2b --- 0 out a1,7b 3 out a4,,DET,1.0,W,6,1
8,156,2018-09-25,MIN,DET,2-7,,7,6.0,2,0,0,0,5,0,0,3.68,21,75,48,12,9,7,9,7,0,0,,0,0,1,0,0,21,0,0,0,0,0,1,1.28,0.421,.00,0.00%,3.10,22.30,33.00,2t --- 0 out a1,7t 3 out a1,,MIN,0.3333333333333333,L,2,4
9,22,2019-04-24,MIN,HOU,GS-6,L(0-1),99,6.0,8,5,5,3,1,2,0,7.50,27,105,60,17,6,13,10,4,0,0,34,,,0,1,0,24,2,0,0,1,0,0,.58,-0.216,.71,-0.16%,-1.59,-1.10,6.00,1b start tie,6b 3 out d4,,HOU,1.8333333333333333,L,1,7
10,38,2019-05-11,MIN,DET,GS-6,W(1-1),16,6.0,6,3,3,2,2,1,0,6.00,25,90,57,13,8,12,9,4,0,0,48,,,0,0,0,23,1,1,0,1,0,0,1.12,0.048,1.64,0.04%,0.32,10.70,27.00,1t start tie,6t 3 out a4,2,MIN,1.3333333333333333,W,8,3
