Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,95,2018-07-11,HOU,OAK,8-9,,99,1.2,2,1,1,2,2,0,0,5.40,9,43,26,5,4,3,2,1,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.09,0.009,.10,0.01%,0.57,3.35,8.00,8t --- 0 out d4,9t 12- 2 out d4,,HOU,3.3333333333333335,L,3,8
2,98,2018-07-14,HOU,DET,9-GF,,2,1.0,0,0,0,0,0,0,0,3.38,3,10,7,2,0,3,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.51,2.25,3.00,9t --- 0 out a8,9t end a 8,,HOU,0.0,W,9,1
3,102,2018-07-22,HOU,LAA,5-6,,7,1.1,1,1,1,1,3,0,0,4.50,6,28,15,4,4,1,1,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.16,0.015,.14,0.01%,0.59,5.80,10.00,5b 1-- 1 out d4,6b 12- 2 out d4,,LAA,1.8181818181818181,L,5,14
4,105,2018-07-27,HOU,TEX,8-8,,4,1.0,1,1,1,0,1,1,0,5.40,4,22,13,4,3,0,3,1,0,0,,0,0,0,1,0,4,0,0,0,0,0,0,.08,-0.014,.09,-0.01%,-0.49,1.65,3.00,8t --- 0 out d4,8t 3 out d5,,HOU,1.0,L,2,11
5,112,2018-08-04,HOU,LAD,9-GF,,7,1.0,0,0,0,1,0,0,0,4.50,3,15,8,3,2,1,1,1,0,0,,0,0,0,0,0,2,0,0,0,1,0,0,.00,0.000,.00,0.00%,0.47,1.65,3.00,9b --- 0 out a14,9b end a14,,LAD,1.0,W,14,0
6,121,2018-08-15,HOU,COL,9-GF,,10,1.0,0,0,0,1,1,0,0,3.86,4,22,13,4,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.51,3.65,6.00,9t --- 0 out a11,9t end a11,,HOU,1.0,W,12,1
7,152,2018-09-19,HOU,SEA,7-8,,34,1.1,1,1,1,0,2,1,0,4.32,5,22,15,4,1,1,2,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.01,0.000,.00,0.00%,-0.17,4.40,7.00,7t -2- 2 out d8,8t 3 out d9,,HOU,0.9090909090909091,L,0,9
8,158,2018-09-26,HOU,TOR,3-5,,6,3.0,1,1,1,2,3,1,0,3.97,11,58,35,7,6,4,2,1,0,0,,0,0,0,0,0,9,0,0,0,1,0,0,.60,0.009,.00,0.00%,0.50,8.95,15.00,3b --- 0 out d2,5b 3 out d2,,TOR,1.0,L,1,3
9,65,2019-06-07,HOU,BAL,9-GF(11),W(1-0),99,3.0,0,0,0,0,2,0,0,0.00,9,40,24,6,5,3,4,2,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,1.91,0.453,1.48,0.21%,1.71,14.75,27.00,9t --- 0 out tie,11t end tie,,HOU,0.0,W,4,3
10,69,2019-06-12,HOU,MIL,13-GF(14),L(1-1),4,2.0,4,3,3,0,2,1,0,5.40,10,34,22,6,5,4,4,4,0,0,,0,0,0,0,0,10,1,0,0,0,0,0,1.58,-0.300,1.10,-0.13%,-1.86,0.10,3.00,13t --- 0 out tie,14t end d 3,,HOU,2.0,L,3,6
11,72,2019-06-16,HOU,TOR,6-8,,3,3.0,7,7,7,1,1,2,0,11.25,17,68,41,9,3,8,7,1,0,0,,0,0,0,0,0,16,1,0,0,0,0,0,.10,-0.091,.06,-0.04%,-5.29,-10.05,-9.00,6t --- 0 out d4,8t 3 out d11,,HOU,2.6666666666666665,L,0,12
12,140,2019-09-03,HOU,MIL,8-8,,78,0.0,0,0,0,1,0,0,0,11.25,1,7,3,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,.25,-0.010,.04,0.00%,-0.39,-0.60,0.00,8b --- 0 out d2,8b 1-- 0 out d2,,MIL,inf,L,2,4
13,145,2019-09-09,HOU,OAK,9-GF,,5,1.0,0,0,0,0,2,0,0,10.00,3,14,8,2,2,0,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.57,6.25,9.00,9t --- 0 out a15,9t end a15,,HOU,0.0,W,15,0
