Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,137,2018-08-31,SDP,COL,9-GF,,99,1.0,0,0,0,0,1,0,0,0.00,3,8,8,1,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.00,0.00%,0.45,4.25,6.00,9t --- 0 out a7,9t end a 7,,SDP,0.0,W,7,0
2,138,2018-09-01,SDP,COL,8-8,,0,1.0,2,0,0,1,1,0,0,0.00,6,25,18,2,2,1,3,0,2,0,,0,0,0,0,0,5,1,0,0,0,0,0,.79,0.024,.00,0.00%,0.45,2.45,6.00,8t --- 0 out d2,8t 3 out d2,,SDP,3.0,L,2,4
3,141,2018-09-04,SDP,ARI,8-GF(8),,2,1.0,1,0,0,0,0,0,0,0.00,3,8,6,0,1,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,1,0,0,.02,0.001,.00,0.00%,0.51,1.65,3.00,8b --- 0 out d6,8b end d 6,,ARI,1.0,L,0,6
4,143,2018-09-07,SDP,CIN,5-6,,2,1.1,5,5,5,0,2,1,0,10.38,9,34,23,6,0,4,3,1,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,.95,-0.195,.00,0.00%,-4.27,-6.00,-5.00,5b --- 0 out d1,6b --- 1 out d6,,CIN,4.545454545454545,L,6,12
5,145,2018-09-09,SDP,CIN,6-6,,1,0.1,1,0,0,0,0,0,0,9.64,2,6,4,0,1,2,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.15,-0.003,.00,0.00%,-0.03,0.15,1.00,6b --- 0 out tie,6b 1-- 1 out tie,,CIN,10.0,W,7,6
6,148,2018-09-14,SDP,TEX,6-6,,4,0.2,0,0,0,0,1,0,0,8.44,2,4,4,0,1,1,0,0,0,0,,1,0,1,0,0,2,0,0,0,0,0,0,.85,0.035,.00,0.00%,0.48,3.50,5.00,6t 1-- 1 out d2,6t 3 out d2,,SDP,0.0,L,0,4
7,150,2018-09-16,SDP,TEX,7-7,,1,1.0,1,0,0,0,0,0,0,7.11,4,17,13,3,1,0,4,2,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.63,0.030,.00,0.00%,0.45,1.65,3.00,7t --- 0 out d2,7t 3 out d2,,SDP,1.0,W,7,3
8,156,2018-09-23,SDP,LAD,6-6,,6,1.0,1,0,0,0,1,0,0,6.14,4,13,9,2,3,1,2,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,.00,0.000,.00,0.00%,0.47,3.65,6.00,6b --- 0 out d10,6b 3 out d10,,LAD,1.0,L,0,14
9,158,2018-09-25,SDP,SFG,12-GF(12),L(0-1),1,0.0,2,1,1,0,0,0,0,7.36,2,8,5,1,1,1,1,1,0,0,,0,0,0,0,0,2,0,1,0,0,0,0,2.32,-0.373,.00,0.00%,-1.37,-3.20,-3.00,12b --- 0 out tie,12b end d 1,,SFG,inf,L,4,5
10,160,2018-09-28,SDP,ARI,13-13,,2,1.0,0,0,0,0,1,0,0,6.48,3,10,6,2,2,0,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.73,0.127,.00,0.00%,0.45,4.25,6.00,13t --- 0 out tie,13t 3 out tie,,SDP,0.0,W,3,2
11,48,2019-05-23,CHC,PHI,5-5,,99,1.0,2,1,1,0,1,0,0,9.00,5,26,17,2,5,2,2,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.44,-0.028,.60,-0.02%,-0.46,1.05,3.00,5t --- 0 out d4,5t 3 out d5,,CHC,2.0,L,7,9
12,75,2019-06-21,CHC,NYM,9-GF,,28,1.0,0,0,0,1,3,0,0,4.50,4,19,11,3,3,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.59,0.042,.86,0.04%,0.54,7.65,12.00,9t --- 0 out d1,9t end d 1,,CHC,1.0,L,4,5
13,76,2019-06-22,CHC,NYM,5-6,,0,1.2,2,1,0,1,2,0,0,2.45,8,33,21,7,4,3,2,1,0,0,,0,0,0,0,0,7,1,0,0,0,0,0,.02,-0.001,.02,0.00%,-0.17,5.95,11.00,5t --- 1 out d9,6t 3 out d10,,CHC,2.5,L,2,10
14,84,2019-06-30,CHC,CIN,6-7,,7,1.1,0,0,0,1,0,0,1,1.80,5,18,9,1,3,2,1,0,0,0,,1,0,0,0,0,3,0,0,0,1,0,0,.70,0.053,1.15,0.05%,0.79,1.80,4.00,6b 1-- 2 out d4,7b 3 out d1,,CIN,0.9090909090909091,L,6,8
