Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,1,2017-04-02,TBR,NYY,9-9,,99,0.0,2,1,0,0,0,0,0,---,3,10,5,1,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,1,.44,-0.066,.47,-0.04%,-1.84,9t --- 0 out a5,9t 123 0 out a5,,TBR,inf,W,7,3,,
2,2,2017-04-04,TBR,NYY,8-8,,1,1.0,2,1,1,0,0,0,0,9.00,5,21,11,4,0,3,2,1,0,0,,0,0,1,0,0,5,1,0,0,0,0,0,.12,-0.014,.13,-0.01%,-0.49,8t --- 0 out d4,8t 3 out d5,,TBR,2.0,L,0,5,,
3,5,2017-04-07,TBR,TOR,6-6,H(1),2,0.2,1,2,2,2,1,0,0,16.20,5,25,12,4,3,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.63,-0.039,2.79,-0.03%,-0.27,6t --- 0 out a1,6t 123 2 out a1,,TBR,15.0,W,10,8,,
4,8,2017-04-10,TBR,NYY,8-GF(8),,2,0.2,4,3,2,0,0,1,0,19.29,7,15,11,3,0,3,4,1,0,0,,1,1,0,0,0,7,0,1,0,0,0,1,.04,-0.025,.04,-0.02%,-3.28,8b -2- 1 out d3,8b end d 7,,NYY,20.0,L,1,8,,
5,11,2017-04-14,TBR,BOS,7-9,,3,2.1,8,4,4,0,1,0,1,17.36,15,41,27,6,3,4,9,5,1,0,,0,0,0,0,0,14,1,0,0,0,0,0,.08,-0.015,.09,-0.01%,-3.30,7b --- 0 out a9,9b 12- 1 out a5,,BOS,3.8095238095238093,W,10,5,,
6,13,2017-04-16,TBR,BOS,8-GF(8),,1,1.0,3,1,1,1,1,0,0,15.88,6,18,13,4,2,1,3,2,0,0,,0,0,0,0,0,5,2,0,1,0,0,0,.47,-0.057,.50,-0.04%,-0.45,8b --- 0 out d1,8b end d 2,,BOS,4.0,L,5,7,,
7,16,2017-04-19,TBR,DET,6-GF,W(1-0),2,3.1,1,0,0,0,5,0,0,10.00,10,42,28,9,8,2,3,1,1,0,,2,0,0,0,0,10,0,0,0,1,0,0,.69,0.165,.60,0.09%,2.02,6t 1-3 2 out d2,9t end d 1,,TBR,0.3225806451612903,W,8,7,,
8,19,2017-04-22,TBR,HOU,6-8,W(2-0),2,2.1,0,0,0,0,2,0,0,7.94,7,20,16,4,4,2,3,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.57,0.103,.52,0.06%,1.12,6t --- 2 out d1,8t 3 out a3,,TBR,0.0,W,6,3,,
9,22,2017-04-25,TBR,BAL,GS-3,,2,3.0,1,0,0,1,3,0,1,6.28,12,54,32,10,7,4,3,3,0,0,59,,,0,0,0,10,1,0,0,0,0,0,.94,0.155,.93,0.09%,1.54,1b start tie,3b 3 out tie,,BAL,0.6666666666666666,W,2,0,,
10,24,2017-04-28,TBR,TOR,6-8,W(3-0),2,3.0,3,1,1,0,1,1,0,5.71,13,40,30,11,3,7,5,4,0,0,,0,0,0,0,0,13,1,0,0,0,0,1,1.25,0.072,1.10,0.04%,0.60,6b --- 0 out d1,8b 3 out a2,,TOR,1.0,W,7,4,,
