Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,4,2018-04-01,TBR,BOS,6-GF,,99,4.0,1,0,0,1,3,0,2,0.00,15,56,38,9,8,3,6,2,0,0,,1,1,0,0,0,12,0,0,0,0,0,0,1.26,0.087,1.29,0.05%,1.37,12.60,21.00,6t 1-- 0 out tie,9t end d 1,,TBR,0.5,L,1,2
2,7,2018-04-05,TBR,BOS,GS-5,,3,5.0,3,0,0,0,4,0,0,0.00,17,54,38,9,6,8,5,2,1,0,65,,,0,0,0,17,0,1,0,0,0,0,.92,0.287,.81,0.15%,2.66,17.45,27.00,1b start tie,5b 3 out tie,,BOS,0.6,L,2,3
3,12,2018-04-11,TBR,CHW,GS-6,,5,5.1,4,0,0,1,5,0,1,0.00,21,75,49,11,6,7,7,4,1,0,64,,,0,0,1,19,1,0,0,0,0,0,1.25,0.204,.82,0.08%,2.06,18.40,31.00,1b start tie,6b --3 1 out a1,,CHW,0.9803921568627452,L,1,2
4,17,2018-04-17,TBR,TEX,GS-6,L(0-1),5,5.2,7,6,6,3,3,1,0,2.70,28,89,56,13,9,8,14,9,0,0,31,,,0,0,0,22,2,0,0,0,3,1,1.04,-0.294,.49,-0.08%,-3.13,0.75,8.00,1t start tie,6t --- 2 out d5,,TBR,1.923076923076923,L,2,7
5,21,2018-04-22,TBR,MIN,GS-5,,4,4.2,4,2,2,2,6,1,0,2.92,20,83,55,18,8,4,8,3,1,0,52,,,0,0,0,18,0,0,0,0,0,0,1.02,0.038,.52,0.01%,0.25,14.90,26.00,1t start tie,5t 1-- 2 out tie,,TBR,1.4285714285714286,W,8,6
6,25,2018-04-28,TBR,BOS,GS-3,,5,2.0,6,3,3,2,3,0,1,3.71,14,53,31,7,5,4,4,2,0,0,33,,,0,0,0,10,1,0,0,1,1,0,1.58,-0.408,1.34,-0.21%,-3.78,-0.90,6.00,1b start tie,3b 123 0 out a1,,BOS,4.0,W,12,6
7,101,2018-07-24,TBR,NYY,GS-7,L(0-2),86,6.2,6,3,3,1,6,0,1,3.78,27,87,60,13,16,9,10,6,1,0,55,,,0,0,0,24,1,0,1,1,1,0,.95,-0.029,.15,0.00%,-0.03,16.20,29.00,1t start tie,7t 1-3 2 out d3,,TBR,1.129032258064516,L,0,4
8,106,2018-07-29,TBR,BAL,GS-3,L(0-3),4,3.0,6,4,3,2,3,1,0,4.21,17,57,31,5,7,7,5,3,1,0,34,,,1,0,0,15,1,0,0,1,0,1,.87,-0.257,.10,-0.02%,-2.50,1.95,9.00,1b start tie,3b 3 out d3,,BAL,2.6666666666666665,L,5,11
9,111,2018-08-04,TBR,CHW,5-GF,L(0-4),5,5.0,2,1,0,2,6,0,0,3.70,18,59,44,7,9,5,5,0,1,0,,0,0,0,0,0,16,1,0,1,1,0,0,1.35,0.033,.14,0.00%,1.48,20.85,33.00,5t --- 0 out tie,9t end d 1,,TBR,0.8,L,1,2
10,115,2018-08-09,TBR,BAL,3-7,W(1-4),4,5.0,3,1,1,0,4,1,0,3.50,17,63,45,11,10,5,8,4,1,0,,0,0,0,0,0,17,0,0,0,1,0,0,.70,0.033,.03,0.00%,1.48,19.45,36.00,3t --- 0 out d3,7t 3 out d1,,TBR,0.6,W,5,4
11,122,2018-08-17,TBR,BOS,2-7,L(1-5),7,6.0,9,5,5,1,1,0,0,3.96,28,88,53,10,3,11,15,7,2,0,,0,0,0,0,0,27,5,0,0,0,0,0,.93,-0.191,.05,-0.01%,-1.81,-0.50,6.00,2b --- 0 out a1,7b 3 out d4,,BOS,1.6666666666666667,L,3,7
12,127,2018-08-22,TBR,KCR,3-8,W(2-5),4,5.0,4,3,3,0,4,2,0,4.08,19,82,58,10,7,4,11,6,1,0,,0,0,0,0,0,19,1,0,0,0,0,0,1.04,0.019,.04,0.00%,-0.52,14.85,30.00,3t --- 0 out a2,8t --- 0 out a1,,TBR,0.8,W,6,3
13,132,2018-08-28,TBR,ATL,2-6,,5,5.0,7,5,2,3,3,0,0,4.04,25,81,51,4,11,9,10,6,0,0,,0,0,0,0,0,19,1,0,0,1,1,1,1.37,-0.349,.11,-0.02%,-2.56,7.25,18.00,2b --- 0 out a1,6b 3 out d1,,ATL,2.0,L,5,9
14,137,2018-09-03,TBR,TOR,2-8,W(3-5),5,7.0,4,1,1,3,5,0,0,3.76,25,72,42,9,7,11,6,4,1,0,,0,0,0,0,0,22,0,0,0,3,0,0,.63,0.122,.06,0.01%,2.51,23.55,45.00,2b --- 0 out a4,8b 3 out a6,,TOR,1.0,W,7,1
15,142,2018-09-09,TBR,BAL,1-7,W(4-5),5,6.1,7,3,3,0,6,0,0,3.81,25,94,59,17,9,6,13,8,2,0,,2,0,0,0,0,24,2,1,0,0,1,0,.46,0.149,.05,0.01%,0.78,20.05,40.00,1t 12- 1 out tie,7t --- 2 out a4,,TBR,1.1475409836065575,W,8,3
16,147,2018-09-15,TBR,OAK,2-7,,5,5.1,7,3,3,1,5,1,0,3.89,22,89,60,14,9,8,8,5,0,0,,0,0,0,0,0,21,0,0,0,2,0,0,1.18,0.042,.02,0.00%,0.45,11.20,22.00,2t --- 0 out tie,7t 1-- 1 out a2,,TBR,1.5686274509803924,W,7,5
17,152,2018-09-20,TBR,TOR,2-6,,4,4.2,1,0,0,1,5,0,0,3.68,16,60,42,10,9,7,3,3,0,0,,1,0,0,0,0,15,0,0,0,0,0,0,.83,0.289,.11,0.02%,2.79,19.30,29.00,2b 1-- 0 out d2,6b --- 2 out a1,,TOR,0.47619047619047616,L,8,9
18,158,2018-09-26,TBR,NYY,2-5,W(5-5),5,4.0,3,0,0,2,3,0,0,3.51,16,73,46,13,9,3,8,4,1,0,,0,0,0,0,0,14,0,0,0,1,0,0,1.38,0.237,.00,0.00%,1.98,16.00,33.00,2t --- 0 out tie,5t 3 out a1,,TBR,1.25,W,8,7
19,4,2019-03-31,TBR,HOU,GS-7,W(1-0),99,7.0,2,1,1,0,6,1,0,1.29,22,88,60,13,12,7,9,3,3,0,75,,,0,1,0,22,0,0,0,0,0,0,.82,0.313,.78,0.18%,2.75,28.55,48.00,1t start tie,7t 3 out a2,,TBR,0.2857142857142857,W,3,1
20,10,2019-04-07,TBR,SFG,GS-5,W(2-0),6,5.0,2,0,0,1,5,0,0,0.75,16,66,44,11,6,3,7,1,1,0,67,,,0,0,0,15,0,0,0,1,0,0,.93,0.291,1.00,0.19%,2.48,23.45,42.00,1b start a 1,5b 3 out a2,,SFG,0.6,W,3,0
21,14,2019-04-12,TBR,TOR,5-7,,4,2.1,7,6,6,2,3,1,0,4.40,15,48,30,3,6,4,6,3,0,0,,0,0,0,0,0,13,2,0,0,0,0,0,.49,-0.135,.67,-0.11%,-4.68,-6.15,-2.00,5b --- 0 out a5,7b --- 1 out a2,,TOR,4.285714285714286,W,11,7
22,18,2019-04-17,TBR,BAL,2-6,W(3-0),4,5.0,1,0,0,1,5,0,0,3.26,17,70,47,16,8,5,6,4,1,0,,0,0,0,0,0,16,1,0,0,1,0,1,.38,0.126,.53,0.11%,2.68,24.05,42.00,2t --- 0 out a3,6t 3 out a7,,TBR,0.4,W,8,1
23,23,2019-04-22,TBR,KCR,GS-6,,4,6.0,6,3,3,1,3,3,0,3.55,24,91,59,12,7,5,15,5,2,0,50,,,0,0,0,23,0,0,0,1,0,0,.80,-0.035,.98,-0.03%,0.22,9.30,18.00,1t start tie,6t 3 out d2,,TBR,1.1666666666666667,W,6,3
24,28,2019-04-29,TBR,KCR,2-7,W(4-0),6,5.2,2,4,2,1,4,1,0,3.48,21,73,46,12,5,5,11,3,2,0,,1,0,0,0,0,19,0,1,0,0,1,1,1.01,0.026,1.27,0.02%,-0.64,18.95,35.00,2b 1-- 1 out a4,7b 3 out a1,,KCR,0.5769230769230769,W,8,5
25,33,2019-05-04,TBR,BAL,GS-8,L(4-1),4,7.1,7,3,3,1,3,1,0,3.52,29,93,60,5,3,12,13,8,0,0,54,,,0,0,0,28,2,0,0,2,0,1,.55,-0.046,.72,-0.04%,1.08,11.70,22.00,1b start tie,8b --- 1 out d3,,BAL,1.1267605633802817,L,0,3
