Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,143,2008-09-08,LAA,NYY,8-8,,99,1.0,0,0,0,0,0,0,0,0.00,3,9,6,1,0,2,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.55,8t --- 0 out a10,8t 3 out a10,,LAA,0.0,W,12,1,,
2,145,2008-09-10,LAA,NYY,6-6,H(1),1,1.0,0,0,0,0,1,0,0,0.00,3,16,9,3,1,1,1,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.88,0.069,.00,0.00%,0.55,6t --- 0 out a2,6t 3 out a2,,LAA,0.0,W,4,2,,
3,147,2008-09-12,LAA,SEA,8-8,,1,1.0,1,0,0,0,1,0,0,0.00,4,14,9,2,1,2,1,1,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,2.12,0.112,.00,0.00%,0.55,8t --- 0 out tie,8t 3 out tie,,LAA,1.0,W,5,3,,
4,150,2008-09-16,LAA,OAK,6-6,,3,0.2,0,0,0,0,1,0,0,0.00,2,7,4,2,1,0,1,0,0,0,,1,0,0,0,0,2,0,0,0,0,0,0,.43,0.024,.00,0.00%,0.68,6b -2- 1 out d3,6b 3 out d3,,OAK,0.0,L,1,8,,
5,153,2008-09-19,LAA,TEX,5-6,H(2),2,1.1,3,1,1,0,2,0,0,1.80,6,26,17,5,3,1,3,3,0,0,,2,2,0,0,0,6,1,1,0,1,0,0,1.47,-0.132,.00,0.00%,-2.00,5b 12- 2 out a4,6b 3 out a1,,TEX,2.727272727272727,W,15,13,,
6,154,2008-09-20,LAA,TEX,7-7,H(3),0,0.1,0,0,0,0,0,0,0,1.69,1,2,1,0,0,0,1,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,5.22,0.136,.00,0.00%,0.80,7b 123 2 out a2,7b 3 out a2,,TEX,0.0,W,7,3,,
7,157,2008-09-23,LAA,SEA,6-7,L(0-1),2,0.2,2,3,2,2,0,0,0,4.50,6,23,10,2,1,1,3,1,0,0,,1,0,1,0,0,4,0,0,0,0,0,0,2.25,-0.205,.00,0.00%,-1.36,6b -2- 2 out tie,7b 1-3 1 out d1,,SEA,20.0,L,6,9,,
8,159,2008-09-25,LAA,SEA,6-7,H(4),1,1.1,1,1,1,1,1,0,0,4.91,6,26,16,5,3,2,2,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.49,0.082,.00,0.00%,0.49,6b --- 0 out a1,7b 1-- 1 out a2,,SEA,1.8181818181818181,W,6,4,,
9,161,2008-09-27,LAA,TEX,6-7,,1,1.0,1,0,0,1,1,0,0,4.32,5,25,12,2,2,2,1,0,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,.12,-0.030,.00,0.00%,-1.11,6t 12- 2 out d5,7t --- 2 out d6,,LAA,2.0,L,4,8,,
10,2,2009-04-07,LAA,OAK,7-7,L(0-1),99,1.0,4,2,2,0,0,0,0,18.00,7,23,16,0,2,3,4,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,2.34,-0.272,2.93,-0.20%,-1.46,7t --- 0 out tie,7t 3 out d2,,LAA,4.0,L,4,6,,
