Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,112,2019-08-02,SEA,HOU,7-GF(8),,99,2.0,1,1,1,2,0,0,0,4.50,8,36,18,5,2,5,1,1,0,0,,0,0,0,0,0,6,0,0,0,1,0,0,.01,0.001,.00,0.00%,0.14,0.70,3.00,7b --- 0 out d7,8b end d 8,,HOU,1.5,L,2,10
2,115,2019-08-06,SEA,SDP,8-GF,,3,1.1,1,1,1,1,2,0,0,5.40,6,31,18,5,2,2,1,1,0,0,,0,0,1,0,0,5,0,0,0,0,0,0,.06,-0.007,.00,0.00%,-0.38,3.80,7.00,8t --- 2 out d8,9t end d 5,,SEA,1.8181818181818181,L,4,9
3,120,2019-08-13,SEA,DET,4-5,W(1-0),6,1.2,2,1,1,1,3,0,0,5.40,8,30,18,6,5,3,1,1,0,0,,2,1,1,0,0,7,1,0,1,0,0,0,1.04,-0.027,.00,0.00%,0.04,9.95,23.00,4b -23 1 out d1,5b 3 out d3,,DET,2.5,W,11,6
4,124,2019-08-17,SEA,TOR,5-6,H(1),3,1.1,1,0,0,1,1,0,0,4.26,6,27,15,6,0,3,1,1,0,0,,1,0,0,0,0,5,1,0,0,0,0,0,1.76,0.126,.00,0.00%,0.78,3.80,7.00,5b 1-- 2 out a1,6b 3 out a1,,TOR,1.8181818181818181,W,4,3
5,129,2019-08-23,SEA,TOR,5-6,,5,1.1,2,1,0,0,1,0,0,3.52,6,26,20,6,1,2,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,1.18,-0.040,.00,0.00%,-0.17,3.80,7.00,5t --- 0 out tie,6t 1-3 1 out a1,,SEA,1.8181818181818181,W,7,4
6,140,2019-09-03,SEA,CHC,8-GF(8),,10,1.0,0,0,0,0,1,0,0,3.12,3,10,9,4,0,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.02,0.002,.00,0.00%,0.54,4.25,6.00,8b --- 0 out d5,8b end d 5,,CHC,0.0,L,1,6
7,141,2019-09-05,SEA,HOU,11-12,,1,2.0,1,1,1,1,4,0,0,3.38,8,36,22,8,4,2,1,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,3.08,-0.126,.00,0.00%,0.14,9.30,15.00,11b --- 0 out tie,12b 3 out tie,,HOU,1.0,L,9,11
8,144,2019-09-08,SEA,HOU,8-GF(8),,2,1.0,1,0,0,0,1,0,0,3.09,4,20,13,4,1,3,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.57,3.65,6.00,8b --- 0 out d20,8b end d20,,HOU,1.0,L,1,21
9,147,2019-09-12,SEA,CIN,1-2,,3,1.1,1,0,0,0,1,0,0,2.77,5,13,10,3,2,3,1,0,0,0,,3,0,0,0,0,5,0,0,0,0,0,0,.86,0.093,.00,0.00%,1.29,4.40,7.00,1t 123 2 out d2,2t 3 out d2,,SEA,0.9090909090909091,L,5,11
10,150,2019-09-15,SEA,CHW,7-7,,2,1.0,2,2,2,0,1,0,0,3.86,5,16,12,4,2,1,3,2,0,0,,0,0,1,0,0,4,1,0,0,0,1,0,.37,-0.068,.00,0.00%,-1.49,-0.95,0.00,7t --- 0 out d3,7t 3 out d5,,SEA,2.0,W,11,10
11,153,2019-09-19,SEA,PIT,5-5,,3,1.0,1,1,1,1,0,0,0,4.20,4,13,8,2,1,2,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.31,-0.094,.00,0.00%,-0.49,-0.95,0.00,5b --- 0 out tie,5b 3 out d1,,PIT,2.0,W,6,5
12,155,2019-09-21,SEA,BAL,10-10,,1,1.0,0,0,0,0,0,0,1,3.94,4,16,9,2,0,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.00,0.147,.00,0.00%,0.55,1.65,3.00,10b --- 0 out tie,10b 3 out tie,,BAL,0.0,W,7,6
13,160,2019-09-27,SEA,OAK,7-7,H(2),5,0.1,1,1,1,0,1,0,0,4.41,2,5,5,2,2,1,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,0,1.49,-0.005,.00,0.00%,-0.02,0.15,1.00,7t --- 0 out a1,7t 1-- 1 out a1,,SEA,10.0,W,4,3
14,162,2019-09-29,SEA,OAK,5-5,H(3),1,1.0,0,0,0,1,2,0,0,4.15,4,20,10,2,2,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.56,0.061,.00,0.00%,0.51,5.65,9.00,5t --- 0 out a2,5t 3 out a2,,SEA,1.0,W,3,1
