Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,53,2006-05-31,TBD,BAL,GS-5,,99,5.0,9,5,5,3,5,0,0,9.00,25,84,49,11,4,9,8,3,2,0,31,,,0,0,0,22,3,0,1,2,0,0,1.58,-0.255,.43,-0.04%,-2.27,1b start tie,5b 3 out tie,,BAL,2.4,L,5,6,,
2,58,2006-06-05,TBD,LAA,GS-6,W(1-0),4,6.0,7,0,0,2,6,0,1,4.09,26,108,67,14,16,5,12,9,1,0,62,,,0,1,0,23,0,0,0,0,0,0,1.14,0.346,.21,0.04%,3.28,1t start tie,6t 3 out a2,,TBD,1.5,W,4,0,,
3,63,2006-06-11,TBD,KCR,GS-6,W(2-0),5,6.0,6,0,0,1,5,0,0,2.65,24,99,63,20,6,9,9,3,0,0,64,,,0,0,0,23,1,0,0,1,0,0,1.09,0.276,.16,0.02%,3.35,1b start tie,6b 3 out a5,,KCR,1.1666666666666667,W,8,2,,
4,68,2006-06-16,TBD,PHI,GS-6,W(3-0),4,6.0,6,3,3,1,6,0,0,3.13,25,105,66,16,15,6,12,6,0,0,53,,,0,0,0,24,1,0,0,0,0,0,.69,0.162,.09,0.01%,0.40,1b start a 1,6b 3 out a4,,PHI,1.1666666666666667,W,10,4,,
5,72,2006-06-21,TBD,ARI,GS-7,W(4-0),4,7.0,4,2,2,3,5,0,2,3.00,29,103,58,18,11,11,8,4,0,0,63,,,1,1,1,24,3,0,0,0,0,0,1.21,0.264,.16,0.02%,1.83,1t start tie,7t 3 out a1,,TBD,1.0,W,3,2,,
6,77,2006-06-26,TBD,FLA,GS-5,L(4-1),4,5.0,10,7,7,2,7,0,0,4.37,26,97,61,17,22,11,6,4,0,0,24,,,1,0,0,24,6,0,0,0,0,0,1.12,-0.474,.11,-0.03%,-4.43,1b start a 2,5b 3 out d4,,FLA,2.4,L,5,8,,
7,81,2006-07-01,TBD,WSN,GS-6,,4,6.0,7,3,3,4,4,1,0,4.39,27,94,55,17,10,11,8,2,3,0,46,,,0,0,1,20,0,0,1,1,1,0,1.39,-0.034,.07,0.00%,0.05,1b start a 2,6b 3 out d1,,WSN,1.8333333333333333,L,3,4,,
8,86,2006-07-06,TBD,BOS,GS-5,L(4-2),4,5.0,4,5,5,3,5,3,1,4.89,23,91,45,14,6,4,10,2,3,0,41,,,0,0,0,19,0,0,0,0,0,0,.63,-0.251,.05,-0.01%,-2.27,1t start tie,5t 3 out d4,,TBD,1.4,L,5,12,,
9,91,2006-07-15,TBD,LAA,GS-7,L(4-3),8,6.0,9,6,6,3,0,1,0,5.37,27,94,52,15,6,14,10,2,0,0,27,,,2,1,2,23,2,0,0,0,1,0,.91,-0.209,.01,0.00%,-1.70,1b start tie,7b 12- 0 out d2,,LAA,2.0,L,2,9,,
10,96,2006-07-20,TBD,MIN,GS-5,L(4-4),4,4.1,8,5,5,2,1,0,0,5.75,22,82,51,15,4,9,10,5,0,0,26,,,1,0,0,19,2,0,0,1,0,0,1.50,-0.436,.00,0.00%,-3.25,1b start tie,5b 12- 1 out d2,,MIN,2.439024390243903,L,4,6,,
