Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,4,2018-04-01,LAA,OAK,GS-6,W(1-0),99,6.0,3,3,3,1,6,1,0,4.50,22,92,63,16,18,6,9,3,3,0,59,,,0,0,0,21,0,0,0,0,0,0,.89,0.022,1.02,0.02%,-0.03,21.10,39.00,1b start tie,6b 3 out a1,,OAK,0.6666666666666666,W,7,4
2,10,2018-04-08,LAA,OAK,GS-7,W(2-0),6,7.0,1,0,0,1,12,0,0,2.08,23,91,59,15,24,5,5,3,1,0,86,,,0,0,0,22,0,0,0,0,0,0,.47,0.248,.55,0.17%,3.51,42.55,69.00,1t start tie,7t 3 out a6,,LAA,0.2857142857142857,W,6,1
3,17,2018-04-17,LAA,BOS,GS-2,L(2-1),8,2.0,4,3,3,2,1,1,0,3.60,12,66,34,7,2,2,7,4,1,0,35,,,0,0,0,9,0,0,0,0,1,0,1.05,-0.201,1.28,-0.15%,-2.00,-3.10,0.00,1t start tie,2t 3 out d3,,LAA,3.0,L,1,10
4,24,2018-04-24,LAA,HOU,GS-6,,6,5.1,6,4,4,5,7,1,0,4.43,24,98,55,20,10,5,7,3,2,0,42,,,0,1,0,19,1,0,0,1,0,0,1.35,-0.051,1.97,-0.05%,-0.50,11.40,25.00,1b start a 1,6b 1-- 1 out a1,,HOU,2.1568627450980395,W,8,7
5,34,2018-05-06,LAA,SEA,GS-7,W(3-1),11,6.0,6,2,2,2,6,1,1,4.10,26,98,59,15,13,7,10,2,1,0,56,,,0,0,0,23,0,0,0,0,0,0,.73,0.215,1.03,0.18%,0.50,20.10,42.00,1b start tie,7b 1-- 0 out a4,,SEA,1.3333333333333333,W,8,2
6,40,2018-05-13,LAA,MIN,GS-7,,6,6.1,3,1,1,2,11,0,0,3.58,24,103,69,20,20,7,4,1,1,0,72,,,0,0,0,22,0,0,0,0,0,0,1.27,0.355,1.51,0.25%,2.98,31.25,49.00,1t start tie,7t 1-- 1 out a1,,LAA,0.819672131147541,W,2,1
7,47,2018-05-20,LAA,TBR,GS-8,W(4-1),6,7.2,6,2,2,1,9,1,0,3.35,30,110,68,19,14,8,12,4,0,0,67,,,0,0,0,29,2,0,0,0,0,0,1.08,0.263,1.17,0.17%,1.78,31.05,56.00,1t start tie,8t 1-- 2 out a2,,LAA,0.9722222222222222,W,5,2
8,56,2018-05-30,LAA,DET,GS-5,,9,5.0,3,1,1,3,5,0,0,3.18,21,83,55,19,14,2,11,7,2,0,59,,,1,0,0,18,2,0,0,0,0,0,1.08,0.177,1.10,0.11%,1.64,15.65,27.00,1b start tie,5b 3 out tie,,DET,1.2,L,1,6
9,63,2018-06-06,LAA,KCR,GS-4,,6,4.0,4,1,1,3,4,0,0,3.10,18,63,33,7,12,4,7,4,1,0,51,,,0,0,0,15,1,0,0,1,0,0,1.28,0.079,1.29,0.05%,1.00,10.80,21.00,1t start tie,4t 3 out d1,,LAA,1.75,W,4,3
10,137,2018-09-02,LAA,HOU,GS-3,L(4-2),87,2.1,2,2,2,2,2,1,0,3.31,11,49,30,7,4,4,3,1,1,0,45,,,0,0,0,9,0,0,0,0,0,0,1.01,-0.097,.00,0.00%,-0.75,2.85,7.00,1b start tie,3b --- 1 out d2,,HOU,1.9047619047619047,L,2,4
