Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,34,2018-05-07,PHI,SFG,8-8,,99,1.0,0,0,0,0,1,0,0,0.00,3,17,12,3,2,0,2,0,2,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,.00,0.00%,0.49,4.25,6.00,8t --- 0 out a10,8t 3 out a10,,PHI,0.0,W,11,0
2,36,2018-05-09,PHI,SFG,7-7,,1,1.0,0,0,0,0,1,0,0,0.00,3,8,7,3,1,1,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,.01,0.00%,0.49,4.25,6.00,7t --- 0 out a10,7t 3 out a10,,PHI,0.0,W,11,3
3,37,2018-05-10,PHI,SFG,7-7,H(1),0,1.0,0,0,0,0,1,0,0,0.00,3,11,6,1,3,2,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.92,0.070,1.13,0.05%,0.49,4.25,6.00,7t --- 0 out a2,7t 3 out a2,,PHI,0.0,W,6,3
4,39,2018-05-13,PHI,NYM,8-8,H(2),2,1.0,0,0,0,0,2,0,1,0.00,4,12,9,0,3,0,1,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,2.17,0.120,2.84,0.09%,0.49,5.65,9.00,8t --- 0 out a1,8t 3 out a1,,PHI,0.0,W,4,2
5,41,2018-05-17,PHI,STL,7-7,H(3),3,0.2,0,0,0,0,0,0,0,0.00,2,8,6,1,0,1,1,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,3.68,0.300,4.55,0.22%,1.37,1.50,2.00,7b -23 1 out a1,7b 3 out a1,,STL,0.0,W,6,2
6,43,2018-05-19,PHI,STL,8-GF,S(1),1,2.0,0,0,0,0,2,0,0,0.00,6,31,20,6,5,1,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,2.19,0.326,2.83,0.25%,0.94,8.50,12.00,8b --- 0 out a1,9b end a 1,,STL,0.0,W,7,6
7,45,2018-05-21,PHI,ATL,8-8,H(4),1,1.0,1,0,0,0,1,0,0,0.00,4,18,11,2,4,1,2,1,1,0,,0,0,0,0,0,4,0,0,0,0,0,0,.78,0.042,1.23,0.04%,0.49,3.65,6.00,8t --- 0 out a3,8t 3 out a3,,PHI,1.0,W,3,0
8,47,2018-05-23,PHI,ATL,7-8,H(5),1,1.1,0,0,0,0,1,0,0,0.00,4,12,7,2,2,3,0,0,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,.90,0.101,1.40,0.09%,1.09,5.00,7.00,7t -23 2 out a3,8t 3 out a3,,PHI,0.0,W,4,0
9,49,2018-05-26,PHI,TOR,7-8,W(1-0),2,1.1,1,0,0,0,1,0,0,0.00,4,12,8,1,4,3,0,0,0,0,,2,0,0,0,0,4,0,0,0,1,0,0,2.15,0.181,2.71,0.14%,0.93,8.40,19.00,7t 12- 2 out tie,8t 3 out tie,,PHI,0.9090909090909091,W,2,1
10,51,2018-05-28,PHI,LAD,6-7,H(6),1,1.1,0,0,0,0,3,0,0,0.00,4,18,11,4,5,1,0,0,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,1.19,0.111,1.54,0.09%,0.69,9.00,13.00,6b 1-- 2 out a2,7b 3 out a2,,LAD,0.0,L,4,5
11,54,2018-05-31,PHI,LAD,8-GF,S(2),2,2.0,0,0,0,0,2,0,0,0.00,6,23,15,4,3,2,2,2,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,2.20,0.328,2.70,0.24%,0.95,8.50,12.00,8b --- 0 out a1,9b end a 1,,LAD,0.0,W,2,1
12,58,2018-06-05,PHI,CHC,9-GF,,4,1.0,0,0,0,0,1,0,0,0.00,3,9,7,1,2,1,1,1,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.18,0.017,.23,0.01%,0.89,4.25,6.00,9b 1-- 0 out a5,9b end a 5,,CHC,0.0,W,6,1
13,59,2018-06-06,PHI,CHC,8-9,,0,1.1,1,2,2,1,1,0,0,1.13,6,26,16,3,3,0,4,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,2.10,-0.016,2.68,-0.01%,-0.18,-0.20,1.00,8b --- 0 out tie,9b 1-3 1 out a2,,CHC,1.8181818181818181,L,5,7
14,63,2018-06-10,PHI,MIL,7-8,H(7),3,2.0,3,1,1,0,4,0,0,1.50,9,41,31,9,8,4,1,0,0,0,,0,0,0,0,0,9,0,0,0,0,0,0,1.72,0.072,1.76,0.04%,-0.01,8.70,15.00,7t --- 0 out a2,8t 3 out a1,,PHI,1.5,W,4,3
15,64,2018-06-12,PHI,COL,9-GF,S(3),1,1.0,1,0,0,0,1,0,0,1.42,4,13,9,1,4,0,3,2,0,0,,3,2,0,0,0,3,0,0,0,0,1,0,5.60,0.266,6.25,0.18%,0.33,3.65,6.00,9t 123 0 out a3,9t end a 1,,PHI,1.0,W,5,4
16,68,2018-06-16,PHI,MIL,8-8,H(8),3,1.0,1,0,0,0,2,0,1,1.35,5,17,11,3,3,1,1,0,0,0,,0,0,0,0,0,4,1,0,0,0,0,0,1.54,0.050,1.75,0.03%,0.49,5.05,9.00,8b --- 0 out a3,8b 3 out a3,,MIL,1.0,W,4,1
17,69,2018-06-17,PHI,MIL,7-8,H(9),0,1.1,1,0,0,2,3,0,0,1.27,7,35,20,6,8,0,2,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.63,0.030,.76,0.02%,0.32,7.20,13.00,7b --- 1 out a3,8b 12- 2 out a4,,MIL,2.727272727272727,W,10,9
18,71,2018-06-19,PHI,STL,9-GF,L(1-1),1,1.0,1,1,1,0,2,1,0,1.61,4,13,11,6,2,1,1,0,0,0,,0,0,0,0,0,4,0,0,0,0,0,0,1.44,-0.302,1.94,-0.24%,-0.51,3.65,6.00,9t --- 0 out tie,9t end d 1,,PHI,1.0,L,6,7
19,74,2018-06-23,PHI,WSN,9-GF,S(4),3,1.0,0,0,0,0,2,0,0,1.54,3,17,9,5,3,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.22,0.094,2.02,0.09%,0.51,6.25,9.00,9b --- 0 out a2,9b end a 2,,WSN,0.0,W,5,3
20,75,2018-06-24,PHI,WSN,8-8,BL(1-2),0,0.1,3,2,2,1,0,0,0,2.28,5,19,11,1,1,2,2,1,0,0,,1,1,0,0,0,4,1,0,1,0,0,0,4.46,-0.625,7.81,-0.66%,-2.97,-5.65,-5.00,8b 1-- 1 out a1,8b 1-3 2 out d2,,WSN,40.0,L,6,8
21,78,2018-06-27,PHI,NYY,8-GF,S(5),2,2.0,0,0,0,0,3,0,0,2.10,6,25,20,8,5,3,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,0,0,.49,0.074,.63,0.06%,0.99,10.50,15.00,8t --- 0 out a3,9t end a 3,,PHI,0.0,W,3,0
