Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score,DFS(DK),DFS(FD)
1,134,2017-09-01,MIA,PHI,GS-7,,99,7.0,3,0,0,3,8,0,0,0.00,27,91,54,16,10,13,3,2,0,0,76,,,0,0,0,24,0,0,0,1,0,0,1.30,0.452,.29,0.06%,3.26,1t start tie,7t 3 out a1,,MIA,0.8571428571428571,L,1,2,,
2,139,2017-09-06,MIA,WSN,GS-5,L(0-1),4,5.0,6,3,3,2,6,1,0,2.25,20,77,45,15,11,6,6,3,1,0,47,,,0,1,0,18,1,0,0,0,0,0,.76,-0.125,.05,-0.01%,-0.67,1t start tie,5t 3 out d3,,MIA,1.6,L,1,8,,
3,144,2017-09-12,MIA,PHI,GS-6,,5,6.0,6,2,2,4,4,0,2,2.50,28,96,60,13,11,12,6,4,1,0,52,,,0,0,0,22,2,0,0,1,0,1,1.14,0.051,.00,0.00%,1.04,1b start tie,6b 3 out a5,,PHI,1.6666666666666667,L,8,9,,
4,149,2017-09-17,MIA,MIL,GS-4,L(0-2),4,3.2,9,8,8,3,4,0,0,5.40,22,79,51,14,6,8,7,3,0,0,12,,,0,0,0,19,2,0,1,1,0,0,1.32,-0.293,.00,0.00%,-4.42,1b start tie,4b 1-3 2 out d6,,MIL,3.75,L,3,10,,
5,154,2017-09-23,MIA,ARI,GS-4,,5,4.0,6,5,5,3,1,2,0,6.31,20,77,45,9,0,9,7,3,1,0,28,,,0,0,0,17,0,0,0,1,0,0,1.04,-0.238,.00,0.00%,-2.77,1b start tie,4b 3 out a2,,ARI,2.25,W,12,6,,
6,159,2017-09-28,MIA,ATL,GS-6,W(1-2),4,5.2,2,0,0,4,4,0,0,5.17,22,99,57,15,13,10,4,1,0,0,65,,,0,0,0,18,0,0,0,1,0,0,.80,0.210,.00,0.00%,2.45,1t start tie,6t --3 2 out a5,,MIA,1.1538461538461537,W,7,1,,
7,4,2018-04-01,MIA,CHC,GS-6,W(1-0),99,6.0,6,0,0,1,2,0,1,0.00,26,89,56,15,5,10,12,8,1,0,61,,,0,0,0,24,2,0,0,0,0,0,1.21,0.287,1.05,0.15%,2.73,1t start tie,6t 3 out a5,,MIA,1.1666666666666667,W,6,0,16.70,36.00
8,8,2018-04-07,MIA,PHI,GS-3,L(1-1),5,2.2,9,9,9,3,3,2,0,9.35,19,84,52,16,12,6,7,3,1,0,4,,,0,0,0,16,0,0,0,1,0,0,.80,-0.473,.69,-0.25%,-7.95,1b start a 1,3b 12- 2 out d8,,PHI,5.454545454545454,L,1,20,-13.20,-10.00
9,13,2018-04-13,MIA,PIT,GS-6,W(2-1),5,6.0,4,2,2,2,3,1,0,6.75,22,78,44,14,4,6,11,2,2,0,57,,,1,1,1,19,0,0,0,1,0,0,1.13,0.020,.64,0.01%,0.73,1t start tie,6t 3 out a2,,MIA,1.0,W,7,2,15.90,33.00
10,18,2018-04-19,MIA,MIL,GS-5,L(2-2),5,4.2,3,4,4,5,4,1,0,6.98,22,95,54,16,8,8,5,2,2,0,41,,,0,1,0,17,2,0,0,0,0,1,1.06,-0.162,.55,-0.05%,-0.76,1b start tie,5b 1-- 2 out tie,,MIL,1.9047619047619047,L,3,12,5.70,14.00
11,23,2018-04-24,MIA,LAD,GS-6,,4,5.1,4,1,1,2,4,0,0,5.84,22,96,57,16,4,7,9,5,1,0,58,,,0,0,0,20,3,0,0,0,0,0,1.08,0.188,.30,0.03%,1.59,1b start tie,6b --- 1 out tie,,LAD,1.1764705882352942,W,3,2,14.40,25.00
12,30,2018-05-02,MIA,PHI,9-GF,,7,1.0,3,2,2,0,0,0,0,6.31,6,25,15,4,1,1,5,4,0,0,,0,0,0,0,0,5,0,0,0,0,1,0,.05,-0.010,.03,0.00%,-1.55,9t --- 0 out d4,9t end d 6,,MIA,3.0,L,0,6,-3.55,-3.00
13,89,2018-07-05,MIA,WSN,7-GF(8),,63,2.0,5,4,4,2,1,0,0,7.16,12,37,22,6,3,5,4,4,0,0,,0,0,0,0,0,10,0,0,0,1,0,0,.64,-0.179,.03,-0.01%,-2.98,7b --- 0 out d1,8b end d 2,,WSN,3.5,L,12,14,-5.70,-3.00
14,17,2019-04-16,LAA,TEX,6-7,,99,1.1,2,1,1,1,1,1,0,6.75,7,34,19,7,4,1,4,0,1,0,,1,1,0,0,0,6,0,0,0,0,0,0,.19,-0.048,.18,-0.03%,-0.99,6b 1-- 0 out d3,7b 1-- 1 out d5,,TEX,2.727272727272727,L,0,5,1.20,4.00
15,19,2019-04-18,LAA,SEA,7-7,,1,0.2,1,0,0,1,2,0,0,4.50,4,13,9,3,1,1,0,0,0,0,,1,0,0,0,0,3,0,0,0,0,0,0,.04,0.001,.04,0.00%,0.56,7t 1-- 1 out d8,7t 3 out d8,,LAA,10.0,L,10,11,4.30,8.00
16,20,2019-04-19,LAA,SEA,7-7,,0,1.0,0,0,0,1,1,0,0,3.00,4,21,11,2,1,0,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.77,0.038,.66,0.02%,0.54,7t --- 0 out d2,7t 3 out d2,,LAA,1.0,L,3,5,3.65,6.00
17,65,2019-06-08,LAA,SEA,2-7,W(1-0),49,5.2,7,3,3,0,4,2,1,4.15,24,87,61,18,7,9,10,2,2,0,,0,0,0,0,0,23,3,0,0,2,0,1,.59,0.008,.27,0.00%,-0.01,2t --- 1 out a3,7t 3 out a7,,LAA,1.346153846153846,W,12,3,13.95,32.00
18,101,2019-07-21,LAA,SEA,GS-5,W(2-0),42,5.0,4,0,0,2,4,0,0,2.63,20,90,54,14,10,5,9,3,1,0,61,,,0,1,1,18,1,0,0,0,0,0,.78,0.204,.32,0.05%,2.57,1b start tie,5b 3 out a7,,SEA,1.2,W,9,3,19.65,39.00
19,106,2019-07-27,LAA,BAL,GS-4,,5,4.0,7,5,2,2,2,1,0,3.06,20,72,48,14,6,6,10,7,1,0,34,,,0,1,1,18,1,0,0,1,0,1,1.01,-0.291,.45,-0.08%,-2.83,1t start tie,4t 3 out tie,,LAA,2.25,L,7,8,3.60,12.00
20,111,2019-08-02,LAA,CLE,1-GF(8),,5,7.2,8,3,3,0,5,1,0,3.20,30,104,64,16,7,12,13,6,1,0,,2,1,0,0,0,29,2,0,0,1,1,0,.24,-0.061,.07,-0.01%,1.51,1b -23 1 out d2,8b end d 6,,CLE,1.1111111111111112,L,3,7,16.45,29.00
21,116,2019-08-08,LAA,BOS,GS-6,L(2-1),5,6.0,5,3,3,1,8,2,0,3.45,23,97,64,19,12,6,8,3,2,0,57,,,0,0,0,22,1,0,0,1,0,0,.62,-0.039,.04,0.00%,0.48,1b start tie,6b 3 out d3,,BOS,1.0,L,0,3,19.90,33.00
22,122,2019-08-14,LAA,PIT,GS-6,W(3-1),5,6.0,4,2,2,1,6,0,3,3.38,24,94,59,15,14,11,3,3,0,0,61,,,1,1,1,20,0,1,0,1,0,0,1.02,0.114,.01,0.00%,1.25,1t start tie,6t 3 out a2,,LAA,0.8333333333333334,W,7,4,20.70,42.00
23,127,2019-08-19,LAA,TEX,GS-5,,4,4.0,6,5,2,4,3,1,0,3.48,24,106,64,15,8,6,11,6,1,0,35,,,1,0,0,20,1,0,0,0,0,2,.81,-0.095,.01,0.00%,-1.40,1b start a 5,5b 123 0 out a5,,TEX,2.5,L,7,8,5.00,15.00
24,132,2019-08-24,LAA,HOU,GS-5,L(3-2),4,4.2,6,5,5,2,2,2,1,4.11,23,87,53,19,4,5,13,7,1,0,32,,,0,0,0,20,3,1,0,0,0,0,.54,-0.241,.00,0.00%,-2.80,1b start tie,5b -23 2 out d4,,HOU,1.9047619047619047,L,2,5,-0.90,5.00
25,137,2019-08-31,LAA,BOS,GS-7,,6,6.1,7,4,3,0,6,0,0,4.13,27,92,66,17,9,6,15,9,2,0,51,,,0,0,0,25,3,0,0,0,1,1,1.00,-0.090,.00,0.00%,-0.50,1t start tie,7t --- 1 out d1,,LAA,1.1475409836065575,W,10,4,16.05,28.00
26,142,2019-09-06,LAA,CHW,GS-5,,5,4.1,6,4,4,3,3,1,0,4.45,21,88,54,11,8,7,8,4,0,0,35,,,0,0,0,18,2,0,0,1,0,0,.86,-0.187,.00,0.00%,-1.88,1b start tie,5b 1-- 1 out d3,,CHW,2.1951219512195124,W,5,4,2.35,10.00
27,147,2019-09-11,LAA,CLE,GS-4,L(3-3),4,3.0,5,4,4,3,1,2,0,4.83,17,65,37,5,6,5,8,3,0,0,31,,,0,0,0,14,2,0,0,0,0,0,.75,-0.247,.00,0.00%,-2.77,1t start tie,4t 1-- 0 out d3,,LAA,2.6666666666666665,L,3,4,-4.05,0.00
28,152,2019-09-18,LAA,NYY,GS-4,,6,4.0,5,2,2,2,2,1,0,4.81,19,64,44,15,5,7,8,3,1,0,44,,,0,0,0,17,2,0,1,0,0,0,1.27,-0.001,.00,0.00%,0.17,1b start tie,4b 3 out tie,,NYY,1.75,W,3,2,4.80,12.00
29,157,2019-09-24,LAA,OAK,GS-5,W(4-3),5,5.0,5,2,2,1,3,1,0,4.72,21,95,63,14,10,6,11,4,2,0,51,,,0,0,0,20,0,0,0,0,0,0,.90,0.020,.00,0.00%,0.71,1t start tie,5t 3 out d2,,LAA,1.2,W,3,2,13.65,30.00
30,162,2019-09-29,LAA,HOU,GS-4,L(4-4),4,3.1,7,7,7,2,2,3,0,5.38,19,65,43,11,4,5,10,6,0,0,18,,,1,0,0,17,3,0,0,0,0,0,.72,-0.333,.00,0.00%,-4.55,1t start tie,4t -2- 1 out d5,,LAA,2.903225806451613,L,5,8,-7.90,-5.00
