Gcar,Gtm,Date,Tm,Opp,Inngs,Dec,DR,IP,H,R,ER,BB,SO,HR,HBP,ERA,BF,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,GSc,IR,IS,SB,CS,PO,AB,2B,3B,IBB,GDP,SF,ROE,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Entered,Exited,Double_Header,Home_Tm,WHIP,Result,Tm_Score,Opp_Score
1,92,2018-07-08,SFG,STL,8-8,,99,0.1,1,3,3,2,0,1,0,81.00,4,17,8,3,1,0,2,0,1,0,,0,0,0,0,0,2,0,0,0,0,0,0,.31,-0.035,.30,-0.02%,-2.79,-7.05,-8.00,8t --- 0 out a6,8t --- 1 out a3,,SFG,30.0,W,13,8
2,94,2018-07-10,SFG,CHC,9-GF,,1,1.0,0,0,0,0,2,0,0,20.25,3,16,9,4,1,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.19,0.014,.23,0.01%,0.45,6.25,9.00,9t --- 0 out d2,9t end d 2,,SFG,0.0,L,0,2
3,97,2018-07-14,SFG,OAK,7-7,,3,0.2,0,0,0,0,2,0,0,13.50,2,8,6,1,5,0,0,0,0,0,,2,0,2,0,0,2,0,0,0,0,0,0,1.94,0.087,2.28,0.06%,0.86,5.50,8.00,7t 12- 1 out d1,7t 3 out d1,,SFG,0.0,L,3,4
4,98,2018-07-15,SFG,OAK,7-7,,0,1.0,0,0,0,0,2,0,0,9.00,3,13,8,2,2,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.23,0.017,.25,0.01%,0.45,6.25,9.00,7t --- 0 out d3,7t 3 out d3,,SFG,0.0,L,2,6
5,100,2018-07-21,SFG,OAK,7-8,,5,1.1,0,0,0,1,1,0,0,6.23,4,19,10,4,3,0,2,0,1,0,,0,0,0,1,1,3,0,0,0,0,0,0,.59,0.056,.63,0.04%,0.73,4.40,7.00,7b --- 0 out d1,8b --- 1 out d1,,OAK,0.9090909090909091,L,3,4
6,101,2018-07-22,SFG,OAK,9-9,,0,1.0,0,0,0,1,0,0,0,5.06,4,19,10,2,1,1,2,0,0,0,,0,0,1,0,0,3,0,0,0,0,0,0,2.90,0.136,2.82,0.08%,0.50,1.65,3.00,9b --- 0 out tie,9b 3 out tie,,OAK,1.0,L,5,6
7,103,2018-07-25,SFG,SEA,7-7,,2,1.0,0,0,0,0,1,0,0,4.26,3,14,7,1,1,0,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.15,0.086,1.10,0.05%,0.48,4.25,6.00,7b --- 0 out tie,7b 3 out tie,,SEA,0.0,L,2,3
8,106,2018-07-28,SFG,MIL,8-8,,2,0.2,0,0,0,1,2,0,0,3.86,3,14,9,5,2,0,0,0,0,0,,2,1,1,0,0,2,0,0,0,0,0,0,.14,-0.004,.08,0.00%,-0.15,4.90,8.00,8t 12- 1 out d5,8t 3 out d6,,SFG,5.0,L,1,7
9,108,2018-07-30,SFG,SDP,9-10,,1,1.2,0,0,0,0,1,0,0,3.12,5,21,14,3,4,2,2,0,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,1.82,0.222,.87,0.06%,0.81,5.75,8.00,9b --- 0 out tie,10b --- 2 out tie,,SDP,0.0,W,5,3
10,110,2018-08-02,SFG,ARI,7-7,H(1),2,1.0,0,0,0,0,2,0,0,2.79,3,14,10,2,3,0,1,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.08,0.082,.91,0.04%,0.51,6.25,9.00,7b --- 0 out a2,7b 3 out a2,,ARI,0.0,W,8,1
11,113,2018-08-05,SFG,ARI,7-7,W(1-0),2,1.0,0,0,0,0,0,0,0,2.53,3,12,9,0,2,1,2,1,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,1.16,0.088,.91,0.04%,0.51,6.25,15.00,7b --- 0 out tie,7b 3 out tie,,ARI,0.0,W,3,2
